titulo,ubicacion,precio_valor,precio_moneda,dorms,banos,baños,superficie_m2,imagen_url,fuente,url
Casa Ideal Dos Familias,"Montecarlo 9, 20200 Piriápolis, Departamento De Maldonado, Uruguay, Piriápolis, Maldonado",200,US$,3,2,2,132,https://http2.mlstatic.com/D_NQ_NP_2X_808570-MLU83421665612_042025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-918559296-casa-ideal-dos-familias-_JM
Dunant 3716  Muy Lindo Y Luminoso Apto 2 D Con Patio Y Barbacoa. Excelente Estado.,"Dunant 3716, Montevideo, Piedras Blancas, Montevideo",18500,$,2,1,1,40,https://http2.mlstatic.com/D_NQ_NP_2X_868924-MLU92600024390_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-908970718-dunant-3716-muy-lindo-y-luminoso-apto-2-d-con-patio-y-barbacoa-excelente-estado-_JM
"Alquiler, Apartamento 1 Dormitorio, Estrena, Con Amenities, Próximo A Shopping Y Terminal Tres Cruces .","Gral. Urquiza 2638, Montevideo, Tres Cruces, Montevideo",27000,$,1,1,1,42,https://http2.mlstatic.com/D_NQ_NP_2X_942798-MLU96262130072_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-916579060-alquiler-apartamento-1-dormitorio-estrena-con-amenities-proximo-a-shopping-y-terminal-tres-cruces--_JM
Amplio Y Luminoso Quinto Piso A Avenida Brasil,"Av. Brasil 2730, Montevideo, Pocitos, Montevideo",26000,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_964783-MLU83556304358_042025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-922156762-amplio-y-luminoso-quinto-piso-a-avenida-brasil-_JM
"Hogar, Alojamiento, Casa, Residencia Estudiantil","Cte. Braga 0000, La Blanqueada, Montevideo",7300,$,N/A,2,2,200,https://http2.mlstatic.com/D_NQ_NP_2X_1816-MLU4279570280_052013-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-935727460-hogar-alojamiento-casa-residencia-estudiantil-_JM
Alquilo Barra De Chuy Uruguay Con Fondo Al Arroyo,"Prefectura SN, Barra Del Chuy, Rocha",1111,$,3,1,1,200,https://http2.mlstatic.com/D_NQ_NP_2X_969859-MLU79467728746_102024-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-935653874-alquilo-barra-de-chuy-uruguay-con-fondo-al-arroyo-_JM
Puerto Del Buceo! Monoamb Opc. Gge Balcon Vista Al Mar! Nuevo!,"Nicolás Piaggio 1181, Montevideo, Puerto Buceo, Montevideo",23500,$,N/A,1,1,30,https://http2.mlstatic.com/D_NQ_NP_2X_843668-MLU92214756071_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-926255338-puerto-del-buceo-monoamb-opc-gge-balcon-vista-al-mar-nuevo-_JM
Alquiler Apartamento 1 Dormitorio En Punta Carretas,"Sarmiento 2486, Punta Carretas, Montevideo",26500,$,1,1,1,41,https://http2.mlstatic.com/D_NQ_NP_2X_625733-MLU96079741549_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-848904892-alquiler-apartamento-1-dormitorio-en-punta-carretas-_JM
Apartamento En Alquiler Pocitos Nuevo 2 Dormitorios Próximo A Wtc Y Montevideo Shopping,"Montevideo, Pocitos Nuevo",31500,$,2,1,1,65,https://http2.mlstatic.com/D_NQ_NP_2X_999865-MLU86678850901_062025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-936580556-apartamento-en-alquiler-pocitos-nuevo-2-dormitorios-proximo-a-wtc-y-montevideo-shopping-_JM
Residencia Estudiantil En El Centro,"Canelones 1252, Montevideo Departamento De Montevideo, Uruguay, Centro, Montevideo",10000,$,N/A,4,4,400,https://http2.mlstatic.com/D_NQ_NP_2X_922581-MLU88186185501_072025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-915850906-residencia-estudiantil-en-el-centro-_JM
Apartamento En Alquiler En Punta Carretas Con Terraza,"José Ellauri 500, Montevideo, Punta Carretas, Montevideo",30000,$,1,1,1,42,https://http2.mlstatic.com/D_NQ_NP_2X_990085-MLU93643169798_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-887540190-apartamento-en-alquiler-en-punta-carretas-con-terraza-_JM
"Chacra Quinta Casa De Campo  Pueblo Edén, !!! Piscina Climatizada !!! Parrillero.  Espejo De Agua Cristalina Paz Y Tranquilidad Disfrute De La Naturaleza!!!! Casa Ladrillo  7, Amarilla 12 Huésped","Ruta 12, El Edén Departamento De Maldonado, Uruguay, Península, Punta Del Este, Maldonado",199,US$,3,1,1,55,https://http2.mlstatic.com/D_NQ_NP_2X_855508-MLU53032040318_122022-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-935725482-chacra-quinta-casa-de-campo-pueblo-eden-piscina-climatizada-parrillero-espejo-de-agua-cristalina-paz-y-tranquilidad-disfrute-de-la-naturaleza-casa-ladrillo-7-amarilla-12-huesped-_JM
Habitación Individuales / Habitación De Pareja,"Buenos Aires Esq Treinta Y Tres  SN, Ciudad Vieja, Montevideo",13000,$,N/A,8,8,850,https://http2.mlstatic.com/D_NQ_NP_2X_733323-MLU79042874232_092024-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-935749034-habitacion-individuales-habitacion-de-pareja-_JM
Alquiler Apartamento Monoambiente Parque Rodó 21 P 606 $17.000,"21 De Setiembre 2276, Parque Rodó, Montevideo",17000,$,1,1,1,27,https://http2.mlstatic.com/D_NQ_NP_2X_888990-MLU95955083381_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-912837488-alquiler-apartamento-monoambiente-parque-rodo-21-p-606-17000-_JM
Habitacion Individual Baño Privado,"Capitán Villademoros 2663, 12100 Montevideo, Departamento De Montevideo, Uruguay, Unión, Montevideo",12000,$,N/A,1,1,16,https://http2.mlstatic.com/D_NQ_NP_2X_668289-MLU81927239616_022025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-925906920-habitacion-individual-bano-privado-_JM
Habitación Privada C/ventana En Hogar Estudiantil Femenino 'como En Casa' - Barrio Cordón Sur - Cerca De Facultades,"Av. Gral. Rivera 2076, Montevideo Departamento De Montevideo, Uruguay, Cordón, Montevideo",13000,$,N/A,3,3,212,https://http2.mlstatic.com/D_NQ_NP_2X_705096-MLU96065383641_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-913944446-habitacion-privada-cventana-en-hogar-estudiantil-femenino-como-en-casa-barrio-cordon-sur-cerca-de-facultades-_JM
Alquiler Apartamento 2 Dormitorios Con Garaje - Parque Batlle,"Parque Batlle, Montevideo",36000,$,2,1,1,57,https://http2.mlstatic.com/D_NQ_NP_2X_946429-MLU93853419927_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-880923766-alquiler-apartamento-2-dormitorios-con-garaje-parque-batlle-_JM
Alquiler | Apartamento De 2 Dormitorios En La Unión,"José Antonio Cabrera 3947, Unión, Montevideo",24000,$,2,1,1,60,https://http2.mlstatic.com/D_NQ_NP_2X_718306-MLU94356357327_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-889266752-alquiler-apartamento-de-2-dormitorios-en-la-union-_JM
Alquilo Para Empresas O Familias Etc...,"Divina Comedia SN, Carrasco, Montevideo",130000,$,4,2,2,670,https://http2.mlstatic.com/D_NQ_NP_2X_819749-MLU91306431037_082025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-935747244-alquilo-para-empresas-o-familias-etc-_JM
Super Local Comercial En Alquiler En La Mejor Esquina Frente A La Terminal Y A Una Cuadra De Av Roosevelt,"Calle Sarandi Y Calle San Jose, Punta Del Este, Maldonado",3600,US$,N/A,N/A,N/A,164,https://http2.mlstatic.com/D_NQ_NP_2X_879286-MLU83473238133_042025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-718546290-super-local-comercial-en-alquiler-en-la-mejor-esquina-frente-a-la-terminal-y-a-una-cuadra-de-av-roosevelt-_JM
Coworking Y Oficinas Por Hora,"18 De Julio 1220, Centro, Montevideo",500,$,N/A,2,2,20,https://http2.mlstatic.com/D_NQ_NP_2X_757874-MLU82662701883_022025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-935751450-coworking-y-oficinas-por-hora-_JM
"Apto Tipo Casa, 1 Dormitorio, La Teja","Gral. Agustín Muñoz 4250, Montevideo, La Teja, Montevideo",22000,$,1,1,1,62,https://http2.mlstatic.com/D_NQ_NP_2X_941869-MLU94693150430_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907556916-apto-tipo-casa-1-dormitorio-la-teja-_JM
Jardines De Peñarol. Rembrandt Entre Hudson  Y B Irigoyen !,"REMBRANDT ENTRE HUDSON Y BESNES IRIGOYEN  1905, Peñarol, Montevideo",18900,$,2,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_754063-MLU96514075146_112025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-935785598-jardines-de-penarol-rembrandt-entre-hudson-y-b-irigoyen--_JM
Alquiler Apartamento 1 Dormitorio A Estrenar En Cordón Ventura Go,"Colonia 2258, Cordón, Montevideo",27900,$,1,1,1,43,https://http2.mlstatic.com/D_NQ_NP_2X_850102-MLU93403245937_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-876792796-alquiler-apartamento-1-dormitorio-a-estrenar-en-cordon-ventura-go-_JM
Alquiler Casa 1 Dormitorio Villa Argentina Con Cochera,"Calle 8 Villa Arg, Villa Argentina, Canelones",18000,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_686955-MLU95142106830_102025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-910301044-alquiler-casa-1-dormitorio-villa-argentina-con-cochera-_JM
Alquiler Hermoso Apartamento Parque Batlle A Estrenar De Categoría 1 Dormitorio Balcón Terraza Tipo Patio Exclusiva Garage Divino!!!,"Doctor José Brito Foresti 2964, Parque Batlle, Montevideo",31000,$,1,1,1,42,https://http2.mlstatic.com/D_NQ_NP_2X_612730-MLU95267644360_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907540358-alquiler-hermoso-apartamento-parque-batlle-a-estrenar-de-categoria-1-dormitorio-balcon-terraza-tipo-patio-exclusiva-garage-divino-_JM
Fray Bentos  Habitaciones Individuales,"Pdte. Manuel Oribe 1379, 65000 Fray Bentos, Departamento De Río Negro, Uruguay, Fray Bentos, Río Negro",6000,$,N/A,2,2,200,https://http2.mlstatic.com/D_NQ_NP_2X_830546-MLU85707386309_062025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-922250440-fray-bentos-habitaciones-individuales-_JM
Residencia Estudiantil En Palermo.,"Maldonado 1485, Palermo, Montevideo",9700,$,N/A,3,3,260,https://http2.mlstatic.com/D_NQ_NP_2X_812371-MLU44239998697_122020-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-915929146-residencia-estudiantil-en-palermo-_JM
Alquiler - Apartamento Con 4 Dormitorios Y Terraza Al Frente En Parque Rodó - Bv. Artigas Y Hugo Prato,"Bulevar General Artigas Y Hugo Prato, Parque Rodó, Montevideo",43000,$,5,2,2,140,https://http2.mlstatic.com/D_NQ_NP_2X_924061-MLU96066994965_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-912944572-alquiler-apartamento-con-4-dormitorios-y-terraza-al-frente-en-parque-rodo-bv-artigas-y-hugo-prato-_JM
Excelente Local O Depósito Dentro Del Predio Logístico,"Avenida Dámaso A. Larrañaga 3581, Montevideo Departamento De Montevideo, Uruguay, Mercado Modelo, Montevideo",6500,$,N/A,1,1,25,https://http2.mlstatic.com/D_NQ_NP_2X_690732-MLU91221222893_082025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-672042304-excelente-local-o-deposito-dentro-del-predio-logistico-_JM
Alquiler 1 Dormitorio Jacinto Vera Patio Cerca Nuevo Centro,"Doctor Luis Melián Lafinur Y Juan Paullier, Jacinto Vera, Montevideo",18000,$,1,1,1,38,https://http2.mlstatic.com/D_NQ_NP_2X_601069-MLU96618066991_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907453370-alquiler-1-dormitorio-jacinto-vera-patio-cerca-nuevo-centro-_JM
Apartamento De 2 Dormitorios En Pocitos,"Av. Dr. Francisco Soca 1335, Montevideo, Pocitos, Montevideo",66420,$,2,2,2,99,https://http2.mlstatic.com/D_NQ_NP_2X_692971-MLU94550824772_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-915949148-apartamento-de-2-dormitorios-en-pocitos-_JM
Casa En Alquiler En Reducto Con Garage Y Parrillero,"Rivadavia 1598, Montevideo, Reducto, Montevideo",35000,$,3,2,2,88,https://http2.mlstatic.com/D_NQ_NP_2X_921531-MLU93855389773_092025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-880858926-casa-en-alquiler-en-reducto-con-garage-y-parrillero-_JM
Alquiler De Oficina Con Cochera En Ciudad Vieja.,"Sarandí 356, 11000 Montevideo, Departamento De Montevideo, Uruguay, Ciudad Vieja, Montevideo",17000,$,2,1,1,34,https://http2.mlstatic.com/D_NQ_NP_2X_674502-MLU95083380853_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-925841472-alquiler-de-oficina-con-cochera-en-ciudad-vieja-_JM
Alquiler Monoambiente Cordón / Palermo Ventura Soho. Maldonado Y Yaro,"Maldonado 1821, Montevideo, Cordón, Montevideo",22500,$,1,1,1,32,https://http2.mlstatic.com/D_NQ_NP_2X_694103-MLU81003479170_122024-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907449796-alquiler-monoambiente-cordon-palermo-ventura-soho-maldonado-y-yaro-_JM
Apartamento En Alquiler / Pocitos - Inmobiliaria Lars,"Av. Gral Rivera Esq. Rafael Pastoriza, Pocitos, Montevideo",27000,$,1,1,1,50,https://http2.mlstatic.com/D_NQ_NP_2X_857532-MLU92312532713_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-862967968-apartamento-en-alquiler-pocitos-inmobiliaria-lars-_JM
"Alquiler Terreno Paso Carrasco, Parque Miramar, Camino Carrasco","4XV5+686, 15000 Ciudad De La Costa, Canelones Department, Uruguay, Paso De Carrasco, Canelones",25000,$,N/A,N/A,N/A,1,https://http2.mlstatic.com/D_NQ_NP_2X_754363-MLU90185522966_082025-E.webp,MercadoLibre,https://terreno.mercadolibre.com.uy/MLU-925807526-alquiler-terreno-paso-carrasco-parque-miramar-camino-carrasco-_JM
